fips,county_name,poverty_rate,median_hh_income,unemployment_rate,snap_rate,rent_burden_rate,pct_no_hs,pct_hs_grad,pct_bachelor_plus,uninsured_rate,obesity_pct,depression_pct,diabetes_pct,copd_pct,smoking_pct,mammography_pct,inactivity_pct,asthma_pct,uninsured_places,hypertension_pct,colorectal_screen_pct,svi_overall,svi_socioeco,svi_hh_char,svi_minority,svi_housing,pct_poverty,pct_unemp_svi,pct_uninsured_svi,eji_overall,eji_env_burden,eji_social_vuln,eji_health_vuln,n_tracts,hpsa_prim_care,hpsa_dental,hpsa_mental_health,hpsa_any_shortage,hpsa_prim_care_designated,pct_lila_tracts,mean_dist_supermarket,pct_no_vehicle_far,premature_death,poor_health_days,poor_mental_days,social_associations,voter_turnout,adult_smoking,adult_obesity,food_insecurity,n_districts,total_enrollment,pct_free_lunch,pct_reduced_lunch
17089,"Kane County, Illinois",7.91,103163,4.79,10.96,47.63,2.84,19.56,38.06,7.8,35.1,18.6,11.5,5.7,11,73.1,23.1,9.3,11.6,30.4,59.4,0.5084,0.4823,0.5033,0.8263,0.3427,14.3,5,7.9,0.3915,0.5465,0.4074,0.1269,104,2,2,2,1,1,6.1,69.7845,129.71,6046.1993743,3.8638339638,4.9631474926,7.3709309155,75.74128256,12.1,37.3,10.2,15,61379,NA,NA
17091,"Kankakee County, Illinois",12.2,71281,4.93,15.93,42.74,1.43,30.53,21.18,5.7,39.8,21.4,13,7.9,14.7,69.9,25,10.7,9.9,37.7,59.2,0.7241,0.5695,0.7206,0.6656,0.7652,23.6,5.2,5.6,0.5603,0.5784,0.5604,0.3267,30,2,0,1,1,1,17.24,84.7073,460.98,10618.202385,4.5458911962,5.4442820383,9.9930237381,68.77124343,17.1,40.3,13.4,16,10873,NA,NA
17093,"Kendall County, Illinois",5.42,111601,4.34,8.61,51.21,1.29,20.42,36.94,4,39.7,19.4,9.4,4.7,11,75.7,19.5,9.5,8.8,29.6,61.7,0.0996,0.0694,0.4537,0.7251,0.0331,7.8,4.3,4,0.1055,0.3276,0.1749,0,21,0,0,0,0,0,10,86.9811,116.96,4542.991685,3.6607468003,4.8688117121,4.8814606496,84.17553789,11.1,36.4,7.6,15,31555,NA,NA
17095,"Knox County, Illinois",14.57,57030,5.09,15.43,48.68,1.34,26.74,20.97,5,39.2,21.9,13.5,9.4,16,67.6,27.5,10.6,9.3,38.7,61.4,0.644,0.6074,0.4397,0.504,0.7731,27.4,4.9,5.6,0.6567,0.5635,0.5517,0.5375,16,2,2,1,1,1,25,76.9591,167.48,9889.1719168,4.6013183277,5.6793079876,13.980263158,69.78088129,18.8,38.8,14.7,10,5362,NA,NA
17097,"Lake County, Illinois",8.34,110416,5.03,9.35,45.93,2.36,16.61,47.71,6.9,32.9,18.1,11.2,5.4,10.4,75.5,19.9,9.1,9.2,32.4,61.9,0.475,0.3086,0.3847,0.7941,0.6118,13.5,5,6.8,0.3565,0.551,0.3523,0.1384,159,2,2,2,1,1,5.26,75.5981,147.67,5609.8676602,3.5611268308,4.6444671192,7.9249806106,74.40310138000001,13.1,31.9,9.9,32,44945,NA,NA
17099,"LaSalle County, Illinois",13.91,73045,5.35,14.83,39.83,1.47,29.41,20.49,4,37.8,22.3,12.4,8.2,15,74.7,24.9,10.3,9.3,36.4,64.2,0.3894,0.301,0.5142,0.4588,0.4556,19.6,5.4,4.3,0.5618,0.7248,0.4616,0.2429,28,2,2,1,1,1,17.86,75.7976,253.5,8942.6861728,4.3562270815,5.464161333,12.676030274,73.91111504999999,16.6,36.6,13.4,29,8254,NA,NA
17101,"Lawrence County, Illinois",14.49,55324,8.1,14.71,27.13,0.42,27.05,14.95,6.6,40.7,22,12.8,9.2,17.6,64.6,27,10.5,10.6,38.1,57.9,0.5657,0.6039,0.4995,0.434,0.5533,24,7.8,8.2,0.682,0.5206,0.6676,0.44,5,2,2,1,1,1,20,75.2751,249.91,9520.841107,4.7223568444,5.6455964933,18.103795092,75.02770595,20.6,37.8,14.6,2,1230,NA,NA
17103,"Lee County, Illinois",11.82,70292,5.21,15.36,38.77,1.05,29.76,19.37,3.8,38.9,21.2,12.8,8.4,15.3,71.7,25.6,10.2,9.1,38,61.5,0.3777,0.2501,0.3745,0.4222,0.6332,20.1,3.5,3.7,0.5141,0.5478,0.4508,0.3333,9,1,2,1,1,1,11.11,88.762,355.27,7353.8901581,4.327436407,5.3920683357,12.408414087,73.26259154,18.5,37.5,13.3,19,7319,NA,NA
17105,"Livingston County, Illinois",10.52,73790,3.46,14.68,31.61,1.09,33,18.99,5.2,35.9,22,12.2,8.4,15.3,67.8,25.4,10.5,8.8,36.6,64.8,0.328,0.1842,0.5301,0.3248,0.5606,19.1,3.7,4.6,0.5341,0.616,0.4651,0.28,10,2,2,1,1,1,20,82.1135,248.34,9425.1686192,4.3327219672,5.3699304928,16.046845528,73.90858081,18.6,38.2,12.2,15,4415,NA,NA
17107,"Logan County, Illinois",13.13,66358,3.98,18.36,41.49,0.4,33.94,20.91,2.6,38.5,22.2,11.6,7.9,15.1,73.5,24.4,10.4,8.5,35.6,63.4,0.2921,0.1912,0.1409,0.3847,0.7238,18.2,5.2,3.4,0.517,0.619,0.4206,0.325,8,1,2,1,1,1,0,88.7628,227.49,7077.9575666,4.2709682963,5.3762267299,14.497481063,69.29509081,18,38.8,12.7,9,2161,NA,NA
17109,"McDonough County, Illinois",17.2,52795,7.86,14.17,44.13,0.52,27.43,31.41,7.4,36.3,23.8,11.4,7.9,13.8,71.8,23.4,10.6,8,34.1,60.4,0.539,0.6672,0.0646,0.3847,0.8123,31.3,8,6.1,0.5131,0.3766,0.5143,0.4182,11,2,2,1,1,1,50,87.4931,232.68,7860.0088444,4.6195135821,5.717672019,14.146904434,62.10884354,18.5,39.3,14.7,5,2040,NA,NA
17111,"McHenry County, Illinois",6.23,104802,4.69,7.38,47.93,1.1,23.52,35.23,4.5,32.1,21.7,10.5,5.9,11.5,75.9,20.9,9.6,7.9,33.7,63,0.0923,0.1403,0.2431,0.5472,0.041,9.9,4.9,4.9,0.1945,0.417,0.221,0.05,64,0,0,1,1,0,3.85,86.3976,142.75,5730.3529375,3.5933112994,4.5879797608,6.8324635041,82.57872069999999,13.4,34.2,9.2,22,28641,NA,NA
17113,"McLean County, Illinois",12.91,79905,3.07,10.32,40.46,0.85,19.24,47.22,4.6,34.5,22.3,9.5,5.6,11.2,74.5,19.4,10.3,6.8,30.9,63.2,0.1903,0.1168,0.0573,0.552,0.6029,20.2,3.2,4.5,0.2458,0.346,0.2851,0.1787,47,2,2,1,1,1,19.51,75.4731,233.15,6618.4676035,3.8076345095,5.1039030113,11.452544978,65.21600649,14.3,35.4,10.9,13,11141,NA,NA
17115,"Macon County, Illinois",14.99,62666,6.77,19.77,35.08,0.97,32.74,24.39,4.1,42.1,21.7,13.3,8.5,15,70.4,25.9,10.8,8.1,39.2,63.9,0.5396,0.3971,0.511,0.6102,0.6755,23.6,7.2,4.8,0.6155,0.5989,0.5004,0.4919,37,2,2,1,1,1,11.76,82.4428,293.66,10948.534337,4.4431034273,5.5404546214,14.879339397,69.84584853,18.3,37.1,13.7,9,9608,NA,NA
17117,"Macoupin County, Illinois",13.06,70805,3.67,15.43,33.39,0.92,34.8,20.27,4.1,37,22.9,12.8,9.1,15.9,71,25,10.6,7.8,38.2,61.6,0.1161,0.2386,0.2561,0.0525,0.1009,22.7,4.6,4.1,0.4427,0.3609,0.4024,0.4308,13,1,2,1,1,1,7.69,82.4642,215.16,9297.8558994,4.4753271548,5.7466582133,14.238897051,77.71212208,18.3,38.1,13.5,13,7478,NA,NA
17119,"Madison County, Illinois",11.06,75793,4.58,13.74,43.52,0.72,23.39,31.01,4.7,38.7,22.2,11.2,7.2,13.3,74,22.1,10.5,7.3,35.5,63.3,0.2561,0.2663,0.3175,0.4658,0.2625,18.7,5.2,5.1,0.4693,0.592,0.412,0.2762,63,2,0,1,1,1,26.23,85.5644,388.21,9158.9616081,4.3409418943,5.4622647395,12.999120759,73.612469720000007,14.7,35.8,12,19,23915,NA,NA
17121,"Marion County, Illinois",15.37,61240,5.86,19.81,37.82,0.91,29.38,16.76,6.4,39.5,23.5,13.3,9.5,17,69.3,27,10.8,8.3,38.5,62.8,0.6036,0.567,0.721,0.2816,0.6204,26.2,8.1,6.6,0.7125,0.5866,0.6212,0.5333,12,2,2,1,1,1,41.67,86.1534,313.84,12320.420379,4.6589220512,5.8379818216,20.859294577,74.45198836,20.1,38.5,15.1,18,4429,NA,NA
17123,"Marshall County, Illinois",11.43,71585,3.81,13.49,36.29,0.6,34.12,18.02,3.5,38.6,22.5,13,8.9,15.2,68.3,25.1,10.4,8.1,38.9,63.5,0.0894,0.1467,0.2536,0.1572,0.0993,20,4.2,4.1,0.5808,0.4987,0.4473,0.48,5,1,0,1,1,1,0,79.055,182.33,8393.2264042,4.414319254,5.6139005785,15.413598219,79.71394037,18.9,37,12.9,7,2639,NA,NA
17125,"Mason County, Illinois",14.83,62845,4.86,15.53,45.86,0.62,32.27,17.05,3.9,37.3,22.6,13.3,9.4,16,71.1,25.7,10.5,7.7,39.1,63.1,0.1254,0.2568,0.1823,0.021,0.1409,21.9,5.2,4.9,0.4943,0.4078,0.411,0.4667,6,1,2,1,1,1,33.33,87.4669,309.88,10740.033781,4.4815271704,5.6450343414,15.688735488,80.55652783000001,16.1,35.199999999999996,14.099999999999998,4,1164,NA,NA
17127,"Massac County, Illinois",16.27,65116,3.85,17.06,38.53,1.81,28.69,17.05,7.8,40.8,22.8,14.1,9.7,16.6,70.6,26.8,10.9,8.4,39.9,59,0.5625,0.5476,0.6389,0.3977,0.5444,26.7,3.7,7.9,0.8072,0.553,0.6684,0.8,4,2,2,1,1,1,25,73.9546,263.57,11124.178766000001,4.8408718145,5.8648955353,13.672999424,79.02225465000001,17.599999999999998,38,14.3,3,1587,NA,NA
17129,"Menard County, Illinois",10.12,82176,3.52,14.52,48.14,0.81,28.93,28.29,2.2,37.9,22.5,11.7,7.9,14.1,72.6,22.5,10.4,6.7,36.8,62.1,0.0283,0.0522,0.3834,0.0474,0.0162,15.5,4.9,2.5,0.2176,0.234,0.2763,0.2667,3,0,1,1,1,0,0,90.5201,211.9,6370.625201,4.0946602654,5.4286554819,9.900173253,79.42252166,16.8,35.3,11.1,6,1175,NA,NA
17131,"Mercer County, Illinois",8.92,74182,3.15,9.93,34.62,0.89,32.07,20.88,4.6,38.6,22.4,12.4,8.6,15.3,71.2,24.4,10.3,7.8,37.6,62.4,0.064,0.1419,0.2762,0.0932,0.048,19.3,3.3,5.3,0.3922,0.3372,0.3173,0.45,4,1,0,1,1,1,25,95.8085,476.83,7042.0244561,4.3815513821,5.6469205082,14.189886481,82.72259473,16.400000000000002,36.8,11.2,3,1227,NA,NA
17133,"Monroe County, Illinois",5.02,102880,1.92,4.44,44.14,0.13,20.83,38.66,2.5,35.5,21.3,10.1,6.2,11.3,68.9,18.6,9.9,5.6,33.9,68.1,0.001,0.0016,0.0465,0.0299,0.0083,7.5,1.7,2.1,0.1597,0.4009,0.1232,0.1429,7,0,0,1,1,0,0,91.6404,205.67,5616.5351036,3.5862109011,5.0419623278,14.272257586,83.79609544,12.4,32.6,8.4,6,1544,NA,NA
17135,"Montgomery County, Illinois",12.6,63620,4.73,15.43,39.16,0.51,34.49,18.31,4.5,39.1,22.3,12.6,8.9,16.1,66.6,25.6,10.3,8.6,37.4,61.7,0.3191,0.343,0.1492,0.1861,0.6382,21.6,5.6,4.8,0.5698,0.5477,0.5074,0.375,8,2,2,1,1,1,50,90.5896,290.6,11025.13,4.4578602749,5.5934625397,13.561741613,76.26276076,19.1,36.2,14.2,10,3771,NA,NA
17137,"Morgan County, Illinois",13.42,66306,5.37,16.24,31.1,1.71,33.59,22.59,4.4,39.9,22.5,12.6,8.8,15.6,68.7,24.9,10.5,8.6,38,62.5,0.4935,0.5052,0.3156,0.3563,0.6421,23.8,6.4,4.4,0.553,0.4561,0.5038,0.44,10,2,2,1,1,1,50,88.206,298.93,8190.3296948,4.5407988367,5.5497597757,12.729361359,71.64952381,17.599999999999998,37.3,13.5,9,3202,NA,NA
17139,"Moultrie County, Illinois",9.16,71784,2.17,11.83,30.14,0.34,29.24,18.96,14.1,38.4,23.7,11.6,8.6,16,67.9,24.7,10.7,8.4,36.1,61.1,0.4827,0.3926,0.4298,0.0229,0.8476,17.2,4.1,13.9,0.5461,0.5442,0.4284,0.4,4,1,2,1,1,1,0,85.608,722.67,8829.9484264,4.4276711318,5.7071588748,11.869021853,77.43043628000001,17.299999999999997,35.6,10.9,5,3146,NA,NA
17141,"Ogle County, Illinois",8.36,82132,5.04,10.72,34.89,1.13,28.44,24.28,4.1,40.9,21.8,12.2,7.8,14,71.4,24,10.1,8.9,36.9,61.9,0.3131,0.2539,0.5982,0.4378,0.28,17.2,6,4.9,0.4231,0.5173,0.4044,0.2308,13,1,0,1,1,1,18.18,81.6107,210.91,7241.4052423,4.1733060927,5.4272693286000004,12.46324317,74.51075139,18.5,35.9,12,15,5626,NA,NA
17143,"Peoria County, Illinois",15.67,65108,6.16,17.99,42.95,1.15,23.17,34.87,5.8,34.8,22.1,12.6,7.5,13.8,70.2,23.5,10.6,8,36.9,62.1,0.6656,0.5444,0.6446,0.6923,0.7041,24.3,6.6,6.3,0.5391,0.5945,0.5146,0.3306,49,2,2,1,1,1,33.33,81.4487,677.13,10362.346184,4.2284637759,5.2907403363,13.1739011,66.98757039,16.5,35.6,13.1,20,15886,NA,NA
17145,"Perry County, Illinois",16.94,62118,4.55,18.97,37.18,0.48,24.85,13.67,3.5,40.7,22.3,13.2,9.5,17.4,70.8,27.1,10.5,10.2,38.5,60.2,0.6001,0.4677,0.545,0.4057,0.8263,26,6.1,3.9,0.6582,0.5089,0.5364,0.5667,6,2,2,1,1,1,33.33,93.9099,337.87,9279.1909288,4.8033702345,5.6180233897,23.800272003,78.93420065,21.3,39.5,15.7,10,2317,NA,NA
17147,"Piatt County, Illinois",6.14,94811,2.78,6.25,26.79,0.14,30.5,32.89,3.3,35.1,21.7,10.9,6.9,12.5,73.1,20.8,10,6.2,35.4,65.6,0.0045,0.0745,0.042,0.0299,0.0086,12.4,4.7,3.9,0.3293,0.4328,0.3038,0.25,4,0,0,1,1,0,0,91.672,197.94,6493.1810568,3.8623633626,5.2156532751,14.949470789,85.40359072,14.000000000000002,33.800000000000004,9.8,6,1860,NA,NA
17149,"Pike County, Illinois",14.85,59777,3.94,15.94,32.86,1.18,37.63,18.49,5.7,40.6,23.2,13.3,9.7,16.8,70.2,27.1,10.6,8.5,39.4,62.4,0.2771,0.2988,0.8091,0.0337,0.1581,23.6,4.7,5.9,0.5793,0.4626,0.5188,0.44,5,1,2,1,1,1,80,82.6717,320.78,9047.1189699,4.557266188,5.6841903604,8.2850041425,78.45227859,18.8,37.3,13.900000000000002,5,1600,NA,NA
17151,"Pope County, Illinois",13.31,60050,2.79,9.1,24.21,2.71,33.44,15.67,3.1,39.6,21.3,14.9,9.9,15,67.6,26.1,10.3,7.1,43,64.6,0.3277,0.391,0.2657,0.3086,0.4114,23.5,9.1,4,0.5919,0.1876,0.6558,0.6,2,1,2,1,1,1,0,87.7087,327.26,12543.073343,4.6603740803000004,5.7730648328,23.872679045,86.07038123000001,18.1,37.7,15.5,4,2671,NA,NA
17153,"Pulaski County, Illinois",24.98,42463,4.28,22.89,22.73,0.7,35.56,13,4.7,45.6,21.9,18.4,11.6,20,67,32.9,11.6,11.1,45.3,59.6,0.6357,0.5256,0.7111,0.749,0.5428,36.8,4.2,6.9,0.8039,0.2852,0.8091,0.8,2,1,2,1,1,1,100,87.2919,921.87,12462.621449,5.1166392307,5.9452077301,18.032458425,67.50805585,21.3,42.8,18.4,4,889,NA,NA
17155,"Putnam County, Illinois",8.09,75590,4.17,8.32,25.6,0.48,31.75,22.86,3,36.1,21.1,12.1,7.8,13.1,73,22.7,9.9,7.4,37.4,66.2,0.0048,0.014,0.2269,0.2536,0.0032,11.5,3.2,3.1,0.3783,0.4866,0.2922,0.3,2,1,1,1,1,1,0,99.9617,228.8,7767.7822922,3.9884650632,5.2638263614,7.1787508973,80.71168621,15.6,34.699999999999996,12,2,306,NA,NA
17157,"Randolph County, Illinois",14.63,68131,5.04,12.88,38.33,1.39,31.33,15.25,5.3,38.8,21.9,12.9,8.9,16.3,72.4,26.2,10.4,9.3,39.1,62.6,0.4897,0.3077,0.6322,0.3939,0.6869,20.2,5.2,4.9,0.6056,0.5143,0.5557,0.44,10,2,2,1,1,1,11.11,86.1035,262.37,8769.4186086,4.5498661632,5.6476384987,20.952507649,76.8314626,18.4,37.7,13.3,8,2827,NA,NA
17159,"Richland County, Illinois",12.08,62455,3.12,15.74,34.36,0.68,27.84,19.08,6.1,39.4,23,12.5,8.9,15.5,72,24.9,10.5,7.7,37.5,58.2,0.413,0.189,0.8995,0.0881,0.5577,22.3,4.2,5.8,0.5871,0.4227,0.5366,0.52,5,2,2,1,1,1,0,66.5729,78.4,10994.456085,4.4626895309,5.5710805646,17.49271137,73.56663021,15.7,37.4,13.900000000000002,2,1574,NA,NA
17161,"Rock Island County, Illinois",15.5,67159,5.58,15.95,43.29,1.9,25.23,24.72,6.1,39.6,20.4,13.1,8.1,14.5,71.4,24.9,10.5,10,36.1,62.5,0.7556,0.5816,0.8482,0.6701,0.7385,23.5,6.2,6.3,0.6339,0.6743,0.5551,0.3953,43,2,2,1,1,1,25,72.662,385.32,8428.7752509,4.4917014089,5.1523434163,12.577105429,68.63152045999999,14.099999999999998,37.4,13.2,11,14570,NA,NA
17163,"St. Clair County, Illinois",13.58,73854,5.77,16.16,44.47,1.24,22.14,31.8,5.1,38.8,20.9,13.1,7.2,14.2,76.5,25,11.1,7.8,39,64.4,0.532,0.4438,0.5902,0.7821,0.4505,20.7,5.7,5.4,0.498,0.5578,0.5163,0.3059,68,2,2,1,1,1,33.33,79.2722,624.54,11441.537893,4.1051635141,5.3742710716,10.844141195,67.79003288,16.3,38.2,11.7,33,26909,NA,NA
17165,"Saline County, Illinois",18.94,53117,7.73,26.16,42.66,1.7,25.2,19.61,5.4,40.3,23.3,13.5,9.7,16.7,67,26.3,10.9,8.3,39.2,62,0.6557,0.5934,0.7372,0.2109,0.7506,27.8,5.9,5.6,0.6415,0.3616,0.6129,0.5778,9,2,2,1,1,1,33.33,82.6874,312.39,11840.518909,4.7990632547,5.9139805987,19.92463291,74.85047847,20.3,39.6,16.900000000000002,7,2791,NA,NA
17167,"Sangamon County, Illinois",13.11,75357,5.4,15.46,41.5,0.67,23.94,36.61,3.6,39.6,21.1,11.9,7.3,13.2,72.8,22.2,10.5,7.1,37,64.2,0.4041,0.2437,0.4531,0.546,0.5978,19.8,5.2,3.8,0.3841,0.4031,0.4084,0.2963,54,2,2,2,1,1,9.43,75.8635,210.9,8879.8417711,4.057796058,5.1873506524,18.094523322,70.61454502,16.2,38.3,12,13,11996,NA,NA
17169,"Schuyler County, Illinois",20.77,65948,4.95,11.63,32.38,0.87,31.81,19.07,10.4,40.4,21.9,14.4,9.8,17.2,66.2,27.3,10.3,8.7,41.4,59.1,0.4957,0.4674,0.7719,0.2323,0.4238,25.3,6.7,9.6,0.5378,0.3418,0.5555,0.4667,3,1,2,1,1,1,33.33,87.0142,195.29,11014.867546,4.5752895943,5.545098081,16.305959087,79.53879941000001,18,39.3,16.1,3,986,NA,NA
17171,"Scott County, Illinois",11.46,66705,2.72,16.23,19.77,0.28,40.7,21.52,5.5,38.4,22.7,12.3,8.6,15.1,70.5,24.2,10.4,7.3,37.4,63.8,0.0512,0.0652,0.4976,0.0264,0.0455,18.2,2.9,5,0.2617,0.2167,0.3588,0.3,2,1,2,1,1,1,0,100,390.75,9555.100829,4.2722637451,5.4999720977,12.526096033,79.08464567,13.7,35,12.5,4,2452,NA,NA
17173,"Shelby County, Illinois",9.15,72095,3.01,13.96,28.03,0.31,35.42,18.32,4.4,37.6,22.4,13,9,15.2,74.2,24.8,10.4,7.4,38.9,62.1,0.1069,0.0935,0.259,0.0099,0.2953,18.9,4,4.4,0.4117,0.358,0.3519,0.4333,6,1,2,1,1,1,16.67,91.7482,287.41,7898.3241421,4.3216334586,5.5590412698,15.895188093,78.53325753,19.7,37.2,12.4,11,3833,NA,NA
17175,"Stark County, Illinois",11.05,62878,2.33,11.55,36.56,0.63,31.88,21.43,5.8,38.2,22.3,12.7,8.8,15.1,71.3,24.9,10.3,7.8,38.5,66,0.0579,0.2059,0.2351,0.1457,0.014,19.2,3.3,5.7,0.6197,0.5117,0.4929,0.5,2,2,0,1,1,1,0,100,325.11,9474.0718812,4.3567458931,5.5467375046,18.709073901,77.63215378,18.4,37.7,13.2,6,2472,NA,NA
17177,"Stephenson County, Illinois",13.93,64043,4.32,17,39.03,1.03,27.44,20.71,5.2,40.6,22.4,13.9,9.1,15,73.7,26.8,10.6,8.2,40.1,63.4,0.5218,0.4668,0.6621,0.5119,0.4537,23.3,5.3,6.1,0.5163,0.3675,0.4906,0.5077,13,2,2,2,1,1,0,73.2333,242.06,9373.1916932,4.354817343,5.5737605136,13.752951154,71.00518773,18.3,42.1,13.3,8,3851,NA,NA
17179,"Tazewell County, Illinois",9.02,77982,3.57,10.37,39.39,0.66,25.71,28.39,5.1,36.3,23,11.2,7.3,13.5,71.4,22.4,10.3,6.9,35.3,62.3,0.1085,0.1075,0.1311,0.1572,0.3204,16,3.9,4.9,0.3054,0.4453,0.2908,0.2067,30,2,2,1,1,1,10,85.8316,312.36,7935.8512404,4.2410789269,5.4630497421,13.701688079,77.52545900999999,14.7,35.199999999999996,11.1,21,8114,NA,NA
17181,"Union County, Illinois",20.22,55728,3.93,17.34,44.67,1.12,27.79,20.94,6.4,39.8,22.8,14.1,10.1,17.1,71.7,28,10.7,9.3,39.8,58.5,0.602,0.6631,0.4378,0.265,0.7063,27.1,6.3,6.4,0.6564,0.3602,0.7004,0.52,5,2,2,1,1,1,20,80.6283,292.87,10017.607027,4.700169214,5.7403560293,13.121011511,76.82962106,17.8,37.6,16.7,12,2609,NA,NA
17183,"Vermilion County, Illinois",17.67,56877,6.14,19.54,41.73,1.05,31.53,19.23,4.9,43.8,22.9,14.4,9.7,17.2,71.1,29,10.9,9.7,42.2,60.5,0.6806,0.5116,0.8231,0.5679,0.6904,27.4,6.7,5,0.6125,0.4929,0.5411,0.5,24,2,2,1,1,1,25,79.7833,325.42,12430.385006,4.6603688033,5.6920297782,14.100667708,69.23637568,19.8,41,14.3,12,8072,NA,NA
17185,"Wabash County, Illinois",16.69,57086,4.37,20.38,33.42,0.67,26.74,18.59,4.2,39.8,22.9,13.3,9.4,15.8,71.8,25.6,10.6,7.9,38.4,62.9,0.4209,0.2294,0.7712,0.1928,0.6045,24.7,4.4,5.6,0.6123,0.542,0.5492,0.45,4,1,1,1,1,1,25,66.042,92.08,8398.3539773,4.5161298096,5.5891210246,21.646973933,75.37625418,18.8,37.6,14.099999999999998,2,823,NA,NA
17187,"Warren County, Illinois",14.63,67385,3.59,15.96,28.77,1.75,29.49,21.97,5,37,22.4,12.3,8.2,14.5,73.9,25,10.4,9.5,36.1,59.9,0.5441,0.4661,0.7143,0.4973,0.4948,23.2,7.3,6,0.5933,0.6683,0.4655,0.36,5,2,2,1,1,1,20,76.4173,138.54,8040.8345606,4.5068455754,5.5214475613,12.840895194,78.11663195,18.1,37.7,13.4,4,4829,NA,NA
17189,"Washington County, Illinois",7.53,78224,4.35,9.47,21.82,1.26,25.57,23.47,3.4,36.8,22.2,11.7,7.8,13.8,74.3,22.4,10.2,6.7,36.5,67.2,0.0347,0.0885,0.1168,0.0379,0.0585,14.8,4.7,3.2,0.4248,0.4867,0.3689,0.3,4,1,0,1,1,1,0,74.1867,158.06,8640.6841131,4.0922031441,5.4667142012,21.989298541,81.17790982000001,16.5,35.8,10.2,15,3172,NA,NA
17191,"Wayne County, Illinois",16.12,55521,3.42,14,32.48,0.71,28.81,16.25,12.1,39.9,23.3,13.6,10,17,68.8,27.4,10.7,8.5,39.7,62.9,0.4843,0.4811,0.6468,0.0229,0.5772,25.7,3.6,11.6,0.6334,0.4781,0.5799,0.48,5,2,2,1,1,1,40,81.6794,304.31,9934.8532919,4.7354392141,5.8445764617,25.831653226,78.94352838,17.299999999999997,37.1,13.900000000000002,11,2442,NA,NA
17193,"White County, Illinois",16.37,54813,3.96,18.71,31.15,0.81,28.02,18.29,4.9,39.2,23.5,14.5,11,18.1,71.1,28.8,10.9,8.9,40.9,61.4,0.3999,0.4209,0.6577,0.0191,0.4193,26.9,3.5,7.2,0.683,0.4148,0.6301,0.6,5,2,2,1,1,1,0,76.9794,308.7,10323.770181,4.786443794,5.9144259781,22.770677244,76.27447522,21.1,38.1,15.2,3,1131,NA,NA
17195,"Whiteside County, Illinois",11.98,67500,4.35,14.07,39.8,1.45,31.68,20.45,5,36.2,21.5,13,8.3,14.6,71.6,25.4,10.2,9.6,37.1,64.1,0.3236,0.2669,0.7652,0.4814,0.1661,19.3,4.4,5.5,0.5248,0.4905,0.4636,0.4,19,2,2,1,1,1,22.22,81.7886,224.68,9513.2103705,4.351993078,5.5398480619,14.087599254,75.46413955999999,15.7,35.3,12.6,11,5478,NA,NA
17197,"Will County, Illinois",7.33,109984,4.92,10.09,47.17,1.72,21.87,37.49,5.2,38,18.9,10.7,5.6,11.6,68.8,24,9.7,9.1,32,59.8,0.244,0.2062,0.3904,0.7706,0.1559,11.4,5,5.5,0.3053,0.4888,0.3152,0.1151,172,2,2,1,1,1,10.6,79.4788,190.37,6358.271706,3.6162018421,4.8252807257,6.6881279987,82.51958062,12.5,36.6,8.799999999999999,38,55385,NA,NA
17199,"Williamson County, Illinois",13.75,65604,4.98,16.62,42.82,0.87,24.26,26.25,4.6,40.1,22.9,12.4,8.2,14.7,70.8,24.3,10.5,7.5,37.2,63.5,0.3948,0.3038,0.6192,0.3388,0.4553,22.2,4.4,5.6,0.5415,0.4904,0.5253,0.3667,18,2,2,1,1,1,33.33,89.4268,444.77,9023.3172271,4.3278039635,5.5032743296,17.692480696,71.13018697,18.6,38.4,14.000000000000002,15,8995,NA,NA
17201,"Winnebago County, Illinois",15.62,65837,7.25,20.45,46.88,1.6,24.48,25.22,6.2,42,22.5,13.9,8.3,15.5,71.4,27,10.6,10.7,38.2,60.8,0.7728,0.7502,0.8591,0.7127,0.5227,26,7.5,6.4,0.5767,0.6079,0.5558,0.3625,80,2,2,2,1,1,14.29,72.4955,276.56,11175.617656,4.5549710792,5.4998193436,9.6035267269,65.24006271,18.6,38.5,14.499999999999998,13,31682,NA,NA
17203,"Woodford County, Illinois",7.03,91483,3.5,5.45,39.55,0.56,23.66,35.92,5.2,37.3,22,10.6,6.8,12.4,75.9,20.6,10.1,6.1,34.7,64.4,0.0175,0.0515,0.0795,0.0675,0.057,13.6,3.3,4.6,0.2492,0.3045,0.2968,0.2444,9,1,2,1,1,1,0,81.3772,201.36,5802.5908305,3.7874572797,5.0082565321,15.998741083,83.54189336,16,34.2,9.8,12,3423,NA,NA
